round_epochs,loss,tp,fp,tn,fn,categorical_accuracy,precision,recall,auc,val_loss,val_tp,val_fp,val_tn,val_fn,val_categorical_accuracy,val_precision,val_recall,val_auc,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,kernel_initializer,last_activation,lr,optimizer,regularizer
100,1.4852558374404907,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326669096946716,1.5101405382156372,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,16,0.4,100,64,3,RandomUniform,softmax,0.01,adam,l1_l2
100,1.3835945129394531,812.0,516.0,59299.0,11151.0,0.4482153356075287,0.6114457845687866,0.0678759515285492,0.791748583316803,1.419188141822815,240.0,95.0,25540.0,4887.0,0.45699238777160645,0.7164179086685181,0.046810999512672424,0.7822983860969543,relu,128,0.4,100,128,1,RandomNormal,softmax,0.05,nadam,l2
100,1.1955276727676392,4447.0,2543.0,57272.0,7516.0,0.5465184450149536,0.6361945867538452,0.3717294931411743,0.853674054145813,1.2986435890197754,1447.0,1098.0,24537.0,3680.0,0.46810999512672424,0.5685657858848572,0.28223133087158203,0.8263524770736694,tanh,16,0,100,64,3,GlorotUniform,softmax,0.05,adam,l1
100,1.4851233959197998,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7329935431480408,1.5098942518234253,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,256,0,100,64,3,RandomUniform,softmax,0.01,nadam,l1_l2
100,1.4866154193878174,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7332144975662231,1.5097990036010742,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,256,0.6,100,64,1,GlorotUniform,softmax,0.05,nadam,l2
100,1.4024569988250732,522.0,483.0,59332.0,11441.0,0.4370141327381134,0.5194029808044434,0.04363454133272171,0.7853683829307556,1.370915412902832,389.0,83.0,25552.0,4738.0,0.457967609167099,0.8241525292396545,0.07587283104658127,0.8008801937103271,sigmoid,128,0.6,100,64,5,GlorotNormal,softmax,0.001,adam,l2
100,1.4851057529449463,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7330493330955505,1.5099058151245117,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,relu,128,0.4,100,128,3,RandomUniform,softmax,0.001,nadam,l1_l2
100,1.0297698974609375,5960.0,2463.0,57352.0,6003.0,0.6274346113204956,0.7075863480567932,0.4982028007507324,0.8926305174827576,1.5269598960876465,1862.0,1766.0,23869.0,3265.0,0.4532865285873413,0.5132304430007935,0.36317533254623413,0.7897322773933411,sigmoid,16,0,100,128,1,RandomNormal,softmax,0.01,adam,l1
100,1.4851645231246948,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7327167987823486,1.5098952054977417,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,tanh,64,0.2,100,16,3,GlorotUniform,softmax,0.001,nadam,l1_l2
100,1.4851062297821045,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7332631945610046,1.509936809539795,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,sigmoid,128,0.4,100,16,1,RandomNormal,softmax,0.01,adam,l1
100,1.4856295585632324,0.0,0.0,59815.0,11963.0,0.3672155737876892,0.0,0.0,0.7326213121414185,1.5104105472564697,0.0,0.0,25635.0,5127.0,0.34094011783599854,0.0,0.0,0.7211819887161255,softmax,16,0.2,100,16,5,RandomNormal,softmax,0.05,nadam,None
